Date,Value,type,state
197811,59.2,temperature,Alabama
197812,46.6,temperature,Alabama
197901,37.8,temperature,Alabama
197902,43.6,temperature,Alabama
197903,55.8,temperature,Alabama
197904,63.6,temperature,Alabama
197905,69.5,temperature,Alabama
197906,75.2,temperature,Alabama
197907,79.0,temperature,Alabama
197908,78.4,temperature,Alabama
197909,72.6,temperature,Alabama
197910,62.4,temperature,Alabama
197911,52.8,temperature,Alabama
197912,45.6,temperature,Alabama
198001,46.7,temperature,Alabama
198002,42.7,temperature,Alabama
198003,52.6,temperature,Alabama
198004,60.6,temperature,Alabama
198005,70.2,temperature,Alabama
198006,77.4,temperature,Alabama
198007,82.6,temperature,Alabama
198008,81.5,temperature,Alabama
198009,78.1,temperature,Alabama
198010,60.2,temperature,Alabama
198011,52.0,temperature,Alabama
198012,45.0,temperature,Alabama
198101,39.5,temperature,Alabama
198102,47.2,temperature,Alabama
198103,52.2,temperature,Alabama
198104,66.8,temperature,Alabama
198105,67.3,temperature,Alabama
198106,79.9,temperature,Alabama
198107,81.4,temperature,Alabama
198108,78.3,temperature,Alabama
198109,71.5,temperature,Alabama
198110,61.8,temperature,Alabama
198111,54.8,temperature,Alabama
198112,43.1,temperature,Alabama
198201,42.9,temperature,Alabama
198202,48.4,temperature,Alabama
198203,58.5,temperature,Alabama
198204,60.4,temperature,Alabama
198205,71.7,temperature,Alabama
198206,76.3,temperature,Alabama
198207,79.5,temperature,Alabama
198208,78.6,temperature,Alabama
198209,72.2,temperature,Alabama
198210,64.1,temperature,Alabama
198211,55.1,temperature,Alabama
198212,52.4,temperature,Alabama
198301,42.1,temperature,Alabama
198302,46.6,temperature,Alabama
198303,52.0,temperature,Alabama
198304,57.8,temperature,Alabama
198305,68.6,temperature,Alabama
198306,74.5,temperature,Alabama
198307,80.6,temperature,Alabama
198308,81.1,temperature,Alabama
198309,72.0,temperature,Alabama
198310,64.0,temperature,Alabama
198311,53.2,temperature,Alabama
198312,41.8,temperature,Alabama
198401,40.3,temperature,Alabama
198402,48.6,temperature,Alabama
198403,53.7,temperature,Alabama
198404,61.0,temperature,Alabama
198405,68.8,temperature,Alabama
198406,77.0,temperature,Alabama
198407,78.2,temperature,Alabama
198408,77.3,temperature,Alabama
198409,72.5,temperature,Alabama
198410,69.5,temperature,Alabama
198411,51.8,temperature,Alabama
198412,55.1,temperature,Alabama
198501,37.2,temperature,Alabama
198502,45.5,temperature,Alabama
198503,58.7,temperature,Alabama
198504,64.0,temperature,Alabama
198505,70.6,temperature,Alabama
198506,77.5,temperature,Alabama
198507,78.5,temperature,Alabama
198508,78.4,temperature,Alabama
198509,72.7,temperature,Alabama
198510,67.6,temperature,Alabama
198511,61.2,temperature,Alabama
198512,41.6,temperature,Alabama
198601,43.1,temperature,Alabama
198602,51.5,temperature,Alabama
198603,55.4,temperature,Alabama
198604,62.5,temperature,Alabama
198605,71.4,temperature,Alabama
198606,79.0,temperature,Alabama
198607,82.3,temperature,Alabama
198608,78.4,temperature,Alabama
198609,76.4,temperature,Alabama
198610,64.4,temperature,Alabama
198611,58.8,temperature,Alabama
198612,45.9,temperature,Alabama
198701,43.0,temperature,Alabama
198702,48.2,temperature,Alabama
198703,55.7,temperature,Alabama
198704,60.2,temperature,Alabama
198705,73.4,temperature,Alabama
198706,77.0,temperature,Alabama
198707,80.2,temperature,Alabama
198708,81.3,temperature,Alabama
198709,73.6,temperature,Alabama
198710,57.8,temperature,Alabama
198711,55.7,temperature,Alabama
198712,50.4,temperature,Alabama
198801,40.7,temperature,Alabama
198802,45.4,temperature,Alabama
198803,54.3,temperature,Alabama
198804,62.8,temperature,Alabama
198805,68.3,temperature,Alabama
198806,77.1,temperature,Alabama
198807,78.9,temperature,Alabama
198808,80.4,temperature,Alabama
198809,74.5,temperature,Alabama
198810,59.2,temperature,Alabama
198811,56.5,temperature,Alabama
198812,46.8,temperature,Alabama
198901,50.6,temperature,Alabama
198902,48.1,temperature,Alabama
198903,57.3,temperature,Alabama
198904,61.1,temperature,Alabama
198905,68.6,temperature,Alabama
198906,76.0,temperature,Alabama
198907,78.6,temperature,Alabama
198908,78.6,temperature,Alabama
198909,72.9,temperature,Alabama
198910,62.3,temperature,Alabama
198911,54.0,temperature,Alabama
198912,38.3,temperature,Alabama
199001,49.8,temperature,Alabama
199002,54.7,temperature,Alabama
199003,58.1,temperature,Alabama
199004,61.4,temperature,Alabama
199005,69.4,temperature,Alabama
199006,77.6,temperature,Alabama
199007,79.5,temperature,Alabama
199008,80.9,temperature,Alabama
199009,76.3,temperature,Alabama
199010,64.0,temperature,Alabama
199011,56.4,temperature,Alabama
199012,50.9,temperature,Alabama
199101,45.8,temperature,Alabama
199102,50.4,temperature,Alabama
199103,56.9,temperature,Alabama
199104,65.9,temperature,Alabama
199105,73.2,temperature,Alabama
199106,76.8,temperature,Alabama
199107,80.5,temperature,Alabama
199108,78.8,temperature,Alabama
199109,74.4,temperature,Alabama
199110,64.6,temperature,Alabama
199111,50.4,temperature,Alabama
199112,49.8,temperature,Alabama
199201,44.1,temperature,Alabama
199202,51.4,temperature,Alabama
199203,54.9,temperature,Alabama
199204,61.5,temperature,Alabama
199205,68.0,temperature,Alabama
199206,74.9,temperature,Alabama
199207,79.9,temperature,Alabama
199208,75.8,temperature,Alabama
199209,73.4,temperature,Alabama
199210,61.9,temperature,Alabama
199211,52.4,temperature,Alabama
199212,47.1,temperature,Alabama
199301,48.8,temperature,Alabama
199302,46.2,temperature,Alabama
199303,51.7,temperature,Alabama
199304,58.7,temperature,Alabama
199305,68.8,temperature,Alabama
199306,77.6,temperature,Alabama
199307,82.2,temperature,Alabama
199308,80.1,temperature,Alabama
199309,74.0,temperature,Alabama
199310,62.8,temperature,Alabama
199311,51.7,temperature,Alabama
199312,45.3,temperature,Alabama
199401,40.8,temperature,Alabama
199402,50.3,temperature,Alabama
199403,55.7,temperature,Alabama
199404,64.7,temperature,Alabama
199405,68.4,temperature,Alabama
199406,77.8,temperature,Alabama
199407,77.6,temperature,Alabama
199408,77.2,temperature,Alabama
199409,72.2,temperature,Alabama
199410,64.0,temperature,Alabama
199411,58.0,temperature,Alabama
199412,49.9,temperature,Alabama
199501,45.4,temperature,Alabama
199502,47.6,temperature,Alabama
199503,58.2,temperature,Alabama
199504,63.2,temperature,Alabama
199505,72.1,temperature,Alabama
199506,75.2,temperature,Alabama
199507,81.1,temperature,Alabama
199508,81.9,temperature,Alabama
199509,73.7,temperature,Alabama
199510,63.6,temperature,Alabama
199511,49.7,temperature,Alabama
199512,44.7,temperature,Alabama
199601,43.5,temperature,Alabama
199602,47.3,temperature,Alabama
199603,50.9,temperature,Alabama
199604,60.0,temperature,Alabama
199605,73.0,temperature,Alabama
199606,76.7,temperature,Alabama
199607,79.6,temperature,Alabama
199608,77.9,temperature,Alabama
199609,72.1,temperature,Alabama
199610,62.7,temperature,Alabama
199611,52.7,temperature,Alabama
199612,49.1,temperature,Alabama
199701,45.9,temperature,Alabama
199702,50.8,temperature,Alabama
199703,61.2,temperature,Alabama
199704,58.8,temperature,Alabama
199705,67.2,temperature,Alabama
199706,74.0,temperature,Alabama
199707,80.1,temperature,Alabama
199708,77.7,temperature,Alabama
199709,74.8,temperature,Alabama
199710,63.1,temperature,Alabama
199711,50.0,temperature,Alabama
199712,44.8,temperature,Alabama
199801,47.8,temperature,Alabama
199802,49.2,temperature,Alabama
199803,53.4,temperature,Alabama
199804,61.6,temperature,Alabama
199805,73.6,temperature,Alabama
199806,80.7,temperature,Alabama
199807,81.8,temperature,Alabama
199808,79.9,temperature,Alabama
199809,77.4,temperature,Alabama
199810,66.8,temperature,Alabama
199811,57.9,temperature,Alabama
199812,51.4,temperature,Alabama
199901,49.4,temperature,Alabama
199902,51.8,temperature,Alabama
199903,52.8,temperature,Alabama
199904,67.1,temperature,Alabama
199905,69.5,temperature,Alabama
199906,76.7,temperature,Alabama
199907,80.5,temperature,Alabama
199908,81.8,temperature,Alabama
199909,73.3,temperature,Alabama
199910,63.6,temperature,Alabama
199911,56.2,temperature,Alabama
199912,47.0,temperature,Alabama
200001,46.5,temperature,Alabama
200002,52.3,temperature,Alabama
200003,58.9,temperature,Alabama
200004,60.1,temperature,Alabama
200005,74.0,temperature,Alabama
200006,77.6,temperature,Alabama
200007,81.9,temperature,Alabama
200008,81.0,temperature,Alabama
200009,73.9,temperature,Alabama
200010,64.6,temperature,Alabama
200011,52.8,temperature,Alabama
200012,39.2,temperature,Alabama
200101,41.2,temperature,Alabama
200102,52.6,temperature,Alabama
200103,51.4,temperature,Alabama
200104,64.7,temperature,Alabama
200105,70.6,temperature,Alabama
200106,75.8,temperature,Alabama
200107,79.7,temperature,Alabama
200108,78.5,temperature,Alabama
200109,71.9,temperature,Alabama
200110,60.6,temperature,Alabama
200111,58.8,temperature,Alabama
200112,50.6,temperature,Alabama
200201,46.8,temperature,Alabama
200202,46.0,temperature,Alabama
200203,55.0,temperature,Alabama
200204,66.4,temperature,Alabama
200205,70.2,temperature,Alabama
200206,77.2,temperature,Alabama
200207,80.3,temperature,Alabama
200208,79.7,temperature,Alabama
200209,77.3,temperature,Alabama
200210,67.8,temperature,Alabama
200211,51.0,temperature,Alabama
200212,45.2,temperature,Alabama
200301,40.0,temperature,Alabama
200302,48.0,temperature,Alabama
200303,57.6,temperature,Alabama
200304,63.3,temperature,Alabama
200305,71.6,temperature,Alabama
200306,75.6,temperature,Alabama
200307,78.5,temperature,Alabama
200308,79.4,temperature,Alabama
200309,73.1,temperature,Alabama
200310,63.5,temperature,Alabama
200311,58.2,temperature,Alabama
200312,44.0,temperature,Alabama
200401,44.2,temperature,Alabama
200402,45.4,temperature,Alabama
200403,59.0,temperature,Alabama
200404,61.2,temperature,Alabama
200405,72.7,temperature,Alabama
200406,76.8,temperature,Alabama
200407,79.2,temperature,Alabama
200408,76.3,temperature,Alabama
200409,73.8,temperature,Alabama
200410,68.5,temperature,Alabama
200411,57.8,temperature,Alabama
200412,45.1,temperature,Alabama
200501,49.2,temperature,Alabama
200502,51.2,temperature,Alabama
200503,53.5,temperature,Alabama
200504,61.0,temperature,Alabama
200505,68.3,temperature,Alabama
200506,76.7,temperature,Alabama
200507,80.4,temperature,Alabama
200508,80.5,temperature,Alabama
200509,76.9,temperature,Alabama
200510,63.8,temperature,Alabama
200511,55.8,temperature,Alabama
200512,43.4,temperature,Alabama
200601,51.1,temperature,Alabama
200602,46.1,temperature,Alabama
200603,56.1,temperature,Alabama
200604,67.5,temperature,Alabama
200605,70.4,temperature,Alabama
200606,78.1,temperature,Alabama
200607,81.9,temperature,Alabama
200608,82.3,temperature,Alabama
200609,72.8,temperature,Alabama
200610,61.9,temperature,Alabama
200611,52.8,temperature,Alabama
200612,49.4,temperature,Alabama
200701,46.7,temperature,Alabama
200702,44.8,temperature,Alabama
200703,60.0,temperature,Alabama
200704,60.0,temperature,Alabama
200705,71.2,temperature,Alabama
200706,78.8,temperature,Alabama
200707,79.2,temperature,Alabama
200708,84.4,temperature,Alabama
200709,76.0,temperature,Alabama
200710,66.5,temperature,Alabama
200711,53.6,temperature,Alabama
200712,51.6,temperature,Alabama
200801,43.0,temperature,Alabama
200802,49.2,temperature,Alabama
200803,55.2,temperature,Alabama
200804,62.8,temperature,Alabama
200805,70.3,temperature,Alabama
200806,78.7,temperature,Alabama
200807,80.0,temperature,Alabama
200808,78.4,temperature,Alabama
200809,74.5,temperature,Alabama
200810,62.2,temperature,Alabama
200811,51.0,temperature,Alabama
200812,49.7,temperature,Alabama
200901,45.3,temperature,Alabama
200902,48.2,temperature,Alabama
200903,57.3,temperature,Alabama
200904,61.4,temperature,Alabama
200905,71.2,temperature,Alabama
200906,79.4,temperature,Alabama
200907,78.1,temperature,Alabama
200908,78.0,temperature,Alabama
200909,75.0,temperature,Alabama
200910,62.8,temperature,Alabama
200911,53.4,temperature,Alabama
200912,44.8,temperature,Alabama
201001,40.0,temperature,Alabama
201002,40.6,temperature,Alabama
201003,51.2,temperature,Alabama
201004,64.2,temperature,Alabama
201005,73.3,temperature,Alabama
201006,80.9,temperature,Alabama
201007,82.6,temperature,Alabama
201008,83.0,temperature,Alabama
201009,76.9,temperature,Alabama
201010,64.3,temperature,Alabama
201011,55.2,temperature,Alabama
201012,40.3,temperature,Alabama
201101,41.1,temperature,Alabama
201102,49.5,temperature,Alabama
201103,57.8,temperature,Alabama
201104,65.7,temperature,Alabama
201105,69.9,temperature,Alabama
201106,81.2,temperature,Alabama
201107,81.7,temperature,Alabama
201108,81.8,temperature,Alabama
201109,72.1,temperature,Alabama
201110,60.6,temperature,Alabama
201111,55.3,temperature,Alabama
201112,49.3,temperature,Alabama
201201,50.1,temperature,Alabama
201202,52.1,temperature,Alabama
201203,64.6,temperature,Alabama
201204,65.0,temperature,Alabama
201205,73.4,temperature,Alabama
201206,76.8,temperature,Alabama
201207,81.6,temperature,Alabama
201208,78.1,temperature,Alabama
201209,73.0,temperature,Alabama
201210,62.2,temperature,Alabama
201211,51.2,temperature,Alabama
201212,50.9,temperature,Alabama
201301,50.0,temperature,Alabama
201302,48.0,temperature,Alabama
201303,49.8,temperature,Alabama
201304,62.2,temperature,Alabama
201305,68.2,temperature,Alabama
201306,78.0,temperature,Alabama
201307,77.7,temperature,Alabama
201308,77.9,temperature,Alabama
201309,75.0,temperature,Alabama
201310,64.9,temperature,Alabama
201311,51.6,temperature,Alabama
201312,47.9,temperature,Alabama
201401,37.3,temperature,Alabama
201402,47.3,temperature,Alabama
201403,52.3,temperature,Alabama
201404,62.4,temperature,Alabama
201405,70.2,temperature,Alabama
201406,77.9,temperature,Alabama
201407,77.8,temperature,Alabama
201408,79.5,temperature,Alabama
201409,76.3,temperature,Alabama
201410,65.2,temperature,Alabama
201411,48.2,temperature,Alabama
201412,50.0,temperature,Alabama
201501,43.6,temperature,Alabama
201502,41.3,temperature,Alabama
201503,57.8,temperature,Alabama
201504,66.0,temperature,Alabama
201505,71.8,temperature,Alabama
201506,78.8,temperature,Alabama
201507,81.6,temperature,Alabama
201508,79.0,temperature,Alabama
201509,74.4,temperature,Alabama
201510,65.0,temperature,Alabama
201511,59.2,temperature,Alabama
201512,56.9,temperature,Alabama
201601,43.0,temperature,Alabama
201602,49.8,temperature,Alabama
201603,59.7,temperature,Alabama
201604,63.6,temperature,Alabama
201605,70.2,temperature,Alabama
201606,79.2,temperature,Alabama
201607,82.0,temperature,Alabama
201608,81.6,temperature,Alabama
201609,78.6,temperature,Alabama
201610,68.5,temperature,Alabama
201611,57.8,temperature,Alabama
201612,50.1,temperature,Alabama
201701,52.4,temperature,Alabama
201702,55.6,temperature,Alabama
201703,58.4,temperature,Alabama
201704,67.2,temperature,Alabama
201705,69.9,temperature,Alabama
201706,75.8,temperature,Alabama
201707,80.6,temperature,Alabama
201708,78.8,temperature,Alabama
201709,73.4,temperature,Alabama
201710,65.8,temperature,Alabama
201711,55.6,temperature,Alabama
201712,46.9,temperature,Alabama
201801,40.4,temperature,Alabama
201802,58.0,temperature,Alabama
201803,55.4,temperature,Alabama
201804,59.5,temperature,Alabama
201805,74.4,temperature,Alabama
201806,79.3,temperature,Alabama
201807,80.7,temperature,Alabama
201808,79.5,temperature,Alabama
201809,79.4,temperature,Alabama
201810,67.4,temperature,Alabama
201811,50.4,temperature,Alabama
201812,49.0,temperature,Alabama
201901,46.5,temperature,Alabama
201902,56.1,temperature,Alabama
201903,55.0,temperature,Alabama
201904,63.5,temperature,Alabama
201905,74.2,temperature,Alabama
201906,78.1,temperature,Alabama
201907,80.6,temperature,Alabama
201908,80.6,temperature,Alabama
201909,80.2,temperature,Alabama
201910,67.8,temperature,Alabama
201911,50.6,temperature,Alabama
201912,51.3,temperature,Alabama
202001,49.5,temperature,Alabama
202002,51.0,temperature,Alabama
202003,63.5,temperature,Alabama
202004,62.0,temperature,Alabama
202005,68.9,temperature,Alabama
202006,76.9,temperature,Alabama
202007,80.9,temperature,Alabama
202008,80.2,temperature,Alabama
202009,74.3,temperature,Alabama
202010,66.9,temperature,Alabama
202011,58.4,temperature,Alabama
202012,45.9,temperature,Alabama
202101,46.7,temperature,Alabama
202102,46.7,temperature,Alabama
202103,59.6,temperature,Alabama
202104,61.6,temperature,Alabama
202105,69.4,temperature,Alabama
202106,77.0,temperature,Alabama
202107,79.4,temperature,Alabama
202108,80.0,temperature,Alabama
202109,74.0,temperature,Alabama
202110,67.3,temperature,Alabama
202111,52.2,temperature,Alabama
202112,56.8,temperature,Alabama
202201,43.9,temperature,Alabama
197001,26.2,temperature,Kentucky
197002,33.4,temperature,Kentucky
197003,42.0,temperature,Kentucky
197004,57.5,temperature,Kentucky
197005,66.4,temperature,Kentucky
197006,71.3,temperature,Kentucky
197007,74.4,temperature,Kentucky
197008,74.7,temperature,Kentucky
197009,72.6,temperature,Kentucky
197010,57.9,temperature,Kentucky
197011,44.6,temperature,Kentucky
197012,39.5,temperature,Kentucky
197101,30.9,temperature,Kentucky
197102,34.9,temperature,Kentucky
197103,41.1,temperature,Kentucky
197104,54.0,temperature,Kentucky
197105,60.1,temperature,Kentucky
197106,74.5,temperature,Kentucky
197107,73.4,temperature,Kentucky
197108,72.3,temperature,Kentucky
197109,70.5,temperature,Kentucky
197110,63.0,temperature,Kentucky
197111,45.7,temperature,Kentucky
197112,44.8,temperature,Kentucky
197201,35.6,temperature,Kentucky
197202,34.8,temperature,Kentucky
197203,44.1,temperature,Kentucky
197204,55.3,temperature,Kentucky
197205,63.9,temperature,Kentucky
197206,68.4,temperature,Kentucky
197207,74.4,temperature,Kentucky
197208,73.8,temperature,Kentucky
197209,70.7,temperature,Kentucky
197210,54.1,temperature,Kentucky
197211,43.2,temperature,Kentucky
197212,38.6,temperature,Kentucky
197301,33.4,temperature,Kentucky
197302,35.3,temperature,Kentucky
197303,52.8,temperature,Kentucky
197304,53.3,temperature,Kentucky
197305,60.1,temperature,Kentucky
197306,73.4,temperature,Kentucky
197307,75.8,temperature,Kentucky
197308,74.3,temperature,Kentucky
197309,71.2,temperature,Kentucky
197310,60.6,temperature,Kentucky
197311,48.3,temperature,Kentucky
197312,36.6,temperature,Kentucky
197401,40.2,temperature,Kentucky
197402,38.2,temperature,Kentucky
197403,49.8,temperature,Kentucky
197404,56.2,temperature,Kentucky
197405,64.6,temperature,Kentucky
197406,67.8,temperature,Kentucky
197407,74.8,temperature,Kentucky
197408,73.2,temperature,Kentucky
197409,63.3,temperature,Kentucky
197410,54.0,temperature,Kentucky
197411,46.2,temperature,Kentucky
197412,37.1,temperature,Kentucky
197501,37.7,temperature,Kentucky
197502,39.0,temperature,Kentucky
197503,41.8,temperature,Kentucky
197504,52.3,temperature,Kentucky
197505,66.9,temperature,Kentucky
197506,72.3,temperature,Kentucky
197507,74.9,temperature,Kentucky
197508,76.6,temperature,Kentucky
197509,64.2,temperature,Kentucky
197510,57.8,temperature,Kentucky
197511,48.5,temperature,Kentucky
197512,37.3,temperature,Kentucky
197601,30.0,temperature,Kentucky
197602,44.0,temperature,Kentucky
197603,51.0,temperature,Kentucky
197604,55.2,temperature,Kentucky
197605,60.0,temperature,Kentucky
197606,70.8,temperature,Kentucky
197607,73.4,temperature,Kentucky
197608,71.2,temperature,Kentucky
197609,64.6,temperature,Kentucky
197610,50.4,temperature,Kentucky
197611,37.5,temperature,Kentucky
197612,31.8,temperature,Kentucky
197701,17.7,temperature,Kentucky
197702,33.9,temperature,Kentucky
197703,49.9,temperature,Kentucky
197704,58.8,temperature,Kentucky
197705,67.8,temperature,Kentucky
197706,71.5,temperature,Kentucky
197707,77.7,temperature,Kentucky
197708,74.8,temperature,Kentucky
197709,70.5,temperature,Kentucky
197710,53.2,temperature,Kentucky
197711,47.9,temperature,Kentucky
197712,33.8,temperature,Kentucky
197801,22.5,temperature,Kentucky
197802,23.2,temperature,Kentucky
197803,41.1,temperature,Kentucky
197804,56.8,temperature,Kentucky
197805,62.1,temperature,Kentucky
197806,72.6,temperature,Kentucky
197807,76.1,temperature,Kentucky
197808,74.8,temperature,Kentucky
197809,71.1,temperature,Kentucky
197810,53.9,temperature,Kentucky
197811,48.8,temperature,Kentucky
197812,37.4,temperature,Kentucky
197901,24.9,temperature,Kentucky
197902,28.0,temperature,Kentucky
197903,47.4,temperature,Kentucky
197904,54.3,temperature,Kentucky
197905,62.3,temperature,Kentucky
197906,70.8,temperature,Kentucky
197907,73.6,temperature,Kentucky
197908,73.9,temperature,Kentucky
197909,66.7,temperature,Kentucky
197910,55.6,temperature,Kentucky
197911,45.7,temperature,Kentucky
197912,37.9,temperature,Kentucky
198001,34.4,temperature,Kentucky
198002,29.4,temperature,Kentucky
198003,41.2,temperature,Kentucky
198004,53.1,temperature,Kentucky
198005,63.9,temperature,Kentucky
198006,71.0,temperature,Kentucky
198007,78.7,temperature,Kentucky
198008,78.5,temperature,Kentucky
198009,71.1,temperature,Kentucky
198010,53.8,temperature,Kentucky
198011,43.7,temperature,Kentucky
198012,36.8,temperature,Kentucky
198101,28.4,temperature,Kentucky
198102,36.7,temperature,Kentucky
198103,42.6,temperature,Kentucky
198104,60.3,temperature,Kentucky
198105,60.4,temperature,Kentucky
198106,73.8,temperature,Kentucky
198107,76.4,temperature,Kentucky
198108,73.3,temperature,Kentucky
198109,65.6,temperature,Kentucky
198110,55.0,temperature,Kentucky
198111,46.4,temperature,Kentucky
198112,33.2,temperature,Kentucky
198201,28.7,temperature,Kentucky
198202,35.6,temperature,Kentucky
198203,47.8,temperature,Kentucky
198204,51.0,temperature,Kentucky
198205,68.4,temperature,Kentucky
198206,68.9,temperature,Kentucky
198207,76.4,temperature,Kentucky
198208,72.2,temperature,Kentucky
198209,65.7,temperature,Kentucky
198210,57.4,temperature,Kentucky
198211,47.8,temperature,Kentucky
198212,43.9,temperature,Kentucky
198301,33.7,temperature,Kentucky
198302,37.7,temperature,Kentucky
198303,46.0,temperature,Kentucky
198304,50.3,temperature,Kentucky
198305,61.0,temperature,Kentucky
198306,71.3,temperature,Kentucky
198307,78.1,temperature,Kentucky
198308,79.3,temperature,Kentucky
198309,69.0,temperature,Kentucky
198310,58.4,temperature,Kentucky
198311,46.7,temperature,Kentucky
198312,29.1,temperature,Kentucky
198401,28.3,temperature,Kentucky
198402,40.8,temperature,Kentucky
198403,41.1,temperature,Kentucky
198404,53.6,temperature,Kentucky
198405,60.9,temperature,Kentucky
198406,74.8,temperature,Kentucky
198407,73.4,temperature,Kentucky
198408,74.5,temperature,Kentucky
198409,66.0,temperature,Kentucky
198410,62.6,temperature,Kentucky
198411,43.0,temperature,Kentucky
198412,44.9,temperature,Kentucky
198501,25.0,temperature,Kentucky
198502,31.9,temperature,Kentucky
198503,48.7,temperature,Kentucky
198504,58.9,temperature,Kentucky
198505,65.2,temperature,Kentucky
198506,70.9,temperature,Kentucky
198507,75.4,temperature,Kentucky
198508,73.1,temperature,Kentucky
198509,67.3,temperature,Kentucky
198510,60.6,temperature,Kentucky
198511,53.0,temperature,Kentucky
198512,30.4,temperature,Kentucky
198601,33.0,temperature,Kentucky
198602,39.9,temperature,Kentucky
198603,46.8,temperature,Kentucky
198604,57.7,temperature,Kentucky
198605,65.9,temperature,Kentucky
198606,73.8,temperature,Kentucky
198607,78.8,temperature,Kentucky
198608,72.5,temperature,Kentucky
198609,70.8,temperature,Kentucky
198610,58.2,temperature,Kentucky
198611,45.8,temperature,Kentucky
198612,36.2,temperature,Kentucky
198701,32.5,temperature,Kentucky
198702,38.7,temperature,Kentucky
198703,47.8,temperature,Kentucky
198704,53.4,temperature,Kentucky
198705,69.5,temperature,Kentucky
198706,74.3,temperature,Kentucky
198707,76.8,temperature,Kentucky
198708,76.7,temperature,Kentucky
198709,68.5,temperature,Kentucky
198710,51.0,temperature,Kentucky
198711,49.3,temperature,Kentucky
198712,39.2,temperature,Kentucky
198801,30.2,temperature,Kentucky
198802,34.8,temperature,Kentucky
198803,45.4,temperature,Kentucky
198804,54.8,temperature,Kentucky
198805,63.6,temperature,Kentucky
198806,72.4,temperature,Kentucky
198807,77.4,temperature,Kentucky
198808,77.6,temperature,Kentucky
198809,67.7,temperature,Kentucky
198810,50.0,temperature,Kentucky
198811,46.7,temperature,Kentucky
198812,37.0,temperature,Kentucky
198901,40.3,temperature,Kentucky
198902,33.8,temperature,Kentucky
198903,47.9,temperature,Kentucky
198904,54.5,temperature,Kentucky
198905,60.6,temperature,Kentucky
198906,71.4,temperature,Kentucky
198907,75.5,temperature,Kentucky
198908,73.9,temperature,Kentucky
198909,66.9,temperature,Kentucky
198910,56.7,temperature,Kentucky
198911,45.7,temperature,Kentucky
198912,24.9,temperature,Kentucky
199001,41.6,temperature,Kentucky
199002,44.6,temperature,Kentucky
199003,49.4,temperature,Kentucky
199004,53.9,temperature,Kentucky
199005,62.0,temperature,Kentucky
199006,72.2,temperature,Kentucky
199007,75.4,temperature,Kentucky
199008,73.7,temperature,Kentucky
199009,69.0,temperature,Kentucky
199010,56.0,temperature,Kentucky
199011,49.8,temperature,Kentucky
199012,40.2,temperature,Kentucky
199101,34.3,temperature,Kentucky
199102,39.5,temperature,Kentucky
199103,48.3,temperature,Kentucky
199104,58.8,temperature,Kentucky
199105,70.0,temperature,Kentucky
199106,74.0,temperature,Kentucky
199107,77.4,temperature,Kentucky
199108,75.0,temperature,Kentucky
199109,68.7,temperature,Kentucky
199110,58.4,temperature,Kentucky
199111,43.8,temperature,Kentucky
199112,40.3,temperature,Kentucky
199201,35.6,temperature,Kentucky
199202,42.2,temperature,Kentucky
199203,45.7,temperature,Kentucky
199204,55.6,temperature,Kentucky
199205,61.9,temperature,Kentucky
199206,68.8,temperature,Kentucky
199207,75.9,temperature,Kentucky
199208,70.7,temperature,Kentucky
199209,67.0,temperature,Kentucky
199210,55.0,temperature,Kentucky
199211,46.1,temperature,Kentucky
199212,36.5,temperature,Kentucky
199301,37.7,temperature,Kentucky
199302,34.3,temperature,Kentucky
199303,42.2,temperature,Kentucky
199304,53.1,temperature,Kentucky
199305,64.3,temperature,Kentucky
199306,71.8,temperature,Kentucky
199307,79.3,temperature,Kentucky
199308,76.0,temperature,Kentucky
199309,66.5,temperature,Kentucky
199310,54.5,temperature,Kentucky
199311,44.4,temperature,Kentucky
199312,35.9,temperature,Kentucky
199401,27.0,temperature,Kentucky
199402,37.8,temperature,Kentucky
199403,44.8,temperature,Kentucky
199404,58.0,temperature,Kentucky
199405,60.0,temperature,Kentucky
199406,74.6,temperature,Kentucky
199407,75.6,temperature,Kentucky
199408,72.7,temperature,Kentucky
199409,65.4,temperature,Kentucky
199410,57.0,temperature,Kentucky
199411,50.7,temperature,Kentucky
199412,41.1,temperature,Kentucky
199501,35.0,temperature,Kentucky
199502,35.0,temperature,Kentucky
199503,48.4,temperature,Kentucky
199504,56.1,temperature,Kentucky
199505,63.6,temperature,Kentucky
199506,72.0,temperature,Kentucky
199507,76.8,temperature,Kentucky
199508,79.3,temperature,Kentucky
199509,66.5,temperature,Kentucky
199510,57.2,temperature,Kentucky
199511,40.6,temperature,Kentucky
199512,33.9,temperature,Kentucky
199601,32.4,temperature,Kentucky
199602,36.4,temperature,Kentucky
199603,40.0,temperature,Kentucky
199604,52.5,temperature,Kentucky
199605,66.5,temperature,Kentucky
199606,72.4,temperature,Kentucky
199607,73.8,temperature,Kentucky
199608,74.3,temperature,Kentucky
199609,66.2,temperature,Kentucky
199610,57.0,temperature,Kentucky
199611,41.0,temperature,Kentucky
199612,40.3,temperature,Kentucky
199701,32.5,temperature,Kentucky
199702,41.9,temperature,Kentucky
199703,48.5,temperature,Kentucky
199704,50.2,temperature,Kentucky
199705,59.0,temperature,Kentucky
199706,70.1,temperature,Kentucky
199707,76.3,temperature,Kentucky
199708,73.0,temperature,Kentucky
199709,67.2,temperature,Kentucky
199710,56.2,temperature,Kentucky
